comparison_type,context,group_label,source_file,instance,scale,solver,method,metric,value
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC208,All,Greedy,Coarsened,total_waiting_time,2237.6813175969046
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C101,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C102,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C103,All,ORTools,Uncoarsened,total_waiting_time,262.2309838929027
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C104,All,ORTools,Uncoarsened,total_waiting_time,541.7922081260954
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C105,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C106,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C107,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C108,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C109,All,ORTools,Uncoarsened,total_waiting_time,10.98402286919575
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C201,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C202,All,ORTools,Uncoarsened,total_waiting_time,12.146676002589004
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C203,All,ORTools,Uncoarsened,total_waiting_time,10.54185495355614
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C204,All,ORTools,Uncoarsened,total_waiting_time,26.225992001812585
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C205,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C206,All,ORTools,Uncoarsened,total_waiting_time,0.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C207,All,ORTools,Uncoarsened,total_waiting_time,72.11746214031655
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C208,All,ORTools,Uncoarsened,total_waiting_time,155.91093480397535
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R101,All,ORTools,Uncoarsened,total_waiting_time,952.9385561495775
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R102,All,ORTools,Uncoarsened,total_waiting_time,927.7824485132762
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R103,All,ORTools,Uncoarsened,total_waiting_time,549.9954068633712
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R104,All,ORTools,Uncoarsened,total_waiting_time,197.7211813131834
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R105,All,ORTools,Uncoarsened,total_waiting_time,244.66647310211178
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R106,All,ORTools,Uncoarsened,total_waiting_time,225.13147718160099
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R107,All,ORTools,Uncoarsened,total_waiting_time,282.318409465585
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R108,All,ORTools,Uncoarsened,total_waiting_time,179.60685362305298
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R109,All,ORTools,Uncoarsened,total_waiting_time,133.19973237906402
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R110,All,ORTools,Uncoarsened,total_waiting_time,168.82509192725772
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R111,All,ORTools,Uncoarsened,total_waiting_time,256.41054359665145
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R112,All,ORTools,Uncoarsened,total_waiting_time,126.43360588411355
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R201,All,ORTools,Uncoarsened,total_waiting_time,1228.6920239515466
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R202,All,ORTools,Uncoarsened,total_waiting_time,1371.09061425361
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R203,All,ORTools,Uncoarsened,total_waiting_time,732.7470294800071
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R204,All,ORTools,Uncoarsened,total_waiting_time,935.9070662018715
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R205,All,ORTools,Uncoarsened,total_waiting_time,544.0419670453058
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R206,All,ORTools,Uncoarsened,total_waiting_time,540.4501123163707
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R207,All,ORTools,Uncoarsened,total_waiting_time,625.7463231288838
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R208,All,ORTools,Uncoarsened,total_waiting_time,99.1169110787434
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R209,All,ORTools,Uncoarsened,total_waiting_time,368.465537649365
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R210,All,ORTools,Uncoarsened,total_waiting_time,673.2183153529538
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,R211,All,ORTools,Uncoarsened,total_waiting_time,413.71460743647947
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC101,All,ORTools,Uncoarsened,total_waiting_time,509.74491837378145
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC102,All,ORTools,Uncoarsened,total_waiting_time,457.4412499366784
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC103,All,ORTools,Uncoarsened,total_waiting_time,314.5767561822869
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC104,All,ORTools,Uncoarsened,total_waiting_time,90.9192819821216
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC105,All,ORTools,Uncoarsened,total_waiting_time,448.25434790321526
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC106,All,ORTools,Uncoarsened,total_waiting_time,247.22844825687497
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC107,All,ORTools,Uncoarsened,total_waiting_time,238.66036290112848
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC108,All,ORTools,Uncoarsened,total_waiting_time,99.83567426510798
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC201,All,ORTools,Uncoarsened,total_waiting_time,847.2642782874128
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC202,All,ORTools,Uncoarsened,total_waiting_time,1217.3751161254227
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC203,All,ORTools,Uncoarsened,total_waiting_time,600.4945073974666
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC204,All,ORTools,Uncoarsened,total_waiting_time,629.0659067826482
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC205,All,ORTools,Uncoarsened,total_waiting_time,1130.205764197268
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC206,All,ORTools,Uncoarsened,total_waiting_time,875.1466925644743
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC207,All,ORTools,Uncoarsened,total_waiting_time,220.4807007076625
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,RC208,All,ORTools,Uncoarsened,total_waiting_time,353.8861433600902
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C101,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C102,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C103,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C104,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C105,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C106,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C107,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C108,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C109,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C201,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C202,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C203,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C204,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C205,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C206,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C207,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,C208,All,Greedy,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R101,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R102,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R103,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R104,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R105,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R106,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R107,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R108,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R109,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R110,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R111,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R112,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R201,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R202,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R203,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R204,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R205,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R206,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R207,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R208,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R209,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R210,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,R211,All,Greedy,Uncoarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC101,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC102,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC103,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC104,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC105,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC106,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC107,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC108,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC201,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC202,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC203,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC204,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC205,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC206,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC207,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened Greedy,results_classical_final.json,RC208,All,Greedy,Uncoarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C101,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C102,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C103,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C104,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C105,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C106,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C107,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C108,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C109,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C201,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C202,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C203,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C204,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C205,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C206,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C207,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,C208,All,Greedy,Coarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R101,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R102,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R103,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R104,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R105,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R106,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R107,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R108,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R109,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R110,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R111,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R112,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R201,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R202,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R203,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R204,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R205,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R206,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R207,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R208,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R209,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R210,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,R211,All,Greedy,Coarsened,total_demand_served,1458.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC101,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC102,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC103,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC104,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC105,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC106,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC107,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC108,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC201,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC202,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC203,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC204,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC205,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC206,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC207,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Coarsened Greedy,results_classical_final.json,RC208,All,Greedy,Coarsened,total_demand_served,1724.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C101,All,ORTools,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C102,All,ORTools,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C103,All,ORTools,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C104,All,ORTools,Uncoarsened,total_demand_served,1810.0
classical_vs_ortools,Classical | Greedy vs OR-Tools,Uncoarsened OR-Tools,results_ortools_benchmark.json,C105,All,ORTools,Uncoarsened,total_demand_served,1810.0
